file_name,visualization_path,ocr_text,ocr_after_correction,true_label,predicted_label,regex_used,classifier_results_json,matches,matched_words,matched_categories
./images\non_alcohol\0058na.jpg,./results/without_visual_correction\non_alcohol_0058na_ocr.png,get ready for prlimium soda getreadyforprlmiumsoda,get ready for prlimium soda getreadyforprlmiumsoda,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}, {'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL,soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}, {""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]","soda_NON_ALCOHOL,soda_NON_ALCOHOL",non_alcohol_exclude
./images\non_alcohol\0191na.jpg,./results/without_visual_correction\non_alcohol_0191na_ocr.png,"don''m iss *spec iai, ener gy, no outlet, oakridge, drink dontm issspeciai, ener gy, nooutle, oak ridge, drink","don''m iss *spec iai, ener gy, no outlet, oakridge, drink dontm issspeciai, ener gy, nooutle, oak ridge, drink",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0381na.jpg,./results/without_visual_correction\non_alcohol_0381na_ocr.png, bggw, bggw,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0271na.jpg,./results/without_visual_correction\non_alcohol_0271na_ocr.png,"try speciai ceiebration, weed check try speciai ceiebration, weedcheck","try speciai ceiebration, weed check try speciai ceiebration, weedcheck",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0125na.jpg,./results/without_visual_correction\non_alcohol_0125na_ocr.png,zzimtno ,zzimtno ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0176na.jpg,./results/without_visual_correction\non_alcohol_0176na_ocr.png,looking for premium miikshake looking for premium miikshake,looking for premium miikshake looking for premium miikshake,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0021a.jpg,./results/without_visual_correction\alcohol_0021a_ocr.png,gniw gniw,gniw gniw,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0331na.jpg,./results/without_visual_correction\non_alcohol_0331na_ocr.png,won doig won dbte,won doig won dbte,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0219na.jpg,./results/without_visual_correction\non_alcohol_0219na_ocr.png,weed weed,weed weed,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3056a.jpg,./results/without_visual_correction\alcohol_3056a_ocr.png,aiss offe ,aiss offe ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0039na.jpg,./results/without_visual_correction\non_alcohol_0039na_ocr.png,espresso speciai ,espresso speciai ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0315a.jpg,./results/without_visual_correction\alcohol_0315a_ocr.png,"tbm, r, ygrabnow imported port fuavo ibm, r, ry grabnow imported port flavo, nicii","tbm, r, ygrabnow imported port fuavo ibm, r, ry grabnow imported port flavo, nicii",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}], 'matched_words': 'port,port,port,port', 'matched_categories': 'drink categories'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}]","port,port,port,port",drink categories
./images\non_alcohol\0215na.jpg,./results/without_visual_correction\non_alcohol_0215na_ocr.png,"w, eedbrew eed brew","w, eedbrew eed brew",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0000na.jpg,./results/without_visual_correction\non_alcohol_0000na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0175na.jpg,./results/without_visual_correction\non_alcohol_0175na_ocr.png,"ngqongiisteus, gnomea, roimrab, eoiui ngqo ngiisiteue, gnomee, rsimrabeo","ngqongiisteus, gnomea, roimrab, eoiui ngqo ngiisiteue, gnomee, rsimrabeo",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0495na.jpg,./results/without_visual_correction\non_alcohol_0495na_ocr.png,cbd cbd,cbd cbd,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0189a.jpg,./results/without_visual_correction\alcohol_0189a_ocr.png,budweiser iimited edition budweiser iimited edition,budweiser iimited edition budweiser iimited edition,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'budweiser', 'category': 'brands'}, {'word': 'budweiser', 'category': 'brands'}], 'matched_words': 'budweiser,budweiser', 'matched_categories': 'brands'}","[{""word"": ""budweiser"", ""category"": ""brands""}, {""word"": ""budweiser"", ""category"": ""brands""}]","budweiser,budweiser",brands
./images\alcohol\0337a.jpg,./results/without_visual_correction\alcohol_0337a_ocr.png,"get ready, for grab now, imported, guinnessi getready, for grab now, guinnessimported","get ready, for grab now, imported, guinnessi getready, for grab now, guinnessimported",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'guinness', 'category': 'brands'}, {'word': 'guinness', 'category': 'brands'}], 'matched_words': 'port,port,guinness,guinness', 'matched_categories': 'drink categories,brands'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""guinness"", ""category"": ""brands""}, {""word"": ""guinness"", ""category"": ""brands""}]","port,port,guinness,guinness","drink categories,brands"
./images\alcohol\0146a.jpg,./results/without_visual_correction\alcohol_0146a_ocr.png,"gpnsio, isw sinnrioi yjisq svieegi iot ybsgn te? gonbio, goox, / ginndoi yfisg gvgzgi iot ybsgi tee","gpnsio, isw sinnrioi yjisq svieegi iot ybsgn te? gonbio, goox, / ginndoi yfisg gvgzgi iot ybsgi tee",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'gin', 'category': 'drink categories'}], 'matched_words': 'gin', 'matched_categories': 'drink categories'}","[{""word"": ""gin"", ""category"": ""drink categories""}]",gin,drink categories
./images\non_alcohol\3042na.jpg,./results/without_visual_correction\non_alcohol_3042na_ocr.png,"mse, enjoy event taste hot chocoiate coiate, asteho","mse, enjoy event taste hot chocoiate coiate, asteho",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0001a.jpg,./results/without_visual_correction\alcohol_0001a_ocr.png,champa gne ,champa gne ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0159a.jpg,./results/without_visual_correction\alcohol_0159a_ocr.png,vhiag nig iaioege muimeng seim rnod vhag nip iaioege muimeng saim fnod,vhiag nig iaioege muimeng seim rnod vhag nip iaioege muimeng saim fnod,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0147a.jpg,./results/without_visual_correction\alcohol_0147a_ocr.png,ry grabnowjohnniewaikei grab nowjohnniewaike,ry grabnowjohnniewaikei grab nowjohnniewaike,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0020a.jpg,./results/without_visual_correction\alcohol_0020a_ocr.png,don'tmisseventwhiskeycheck don'tmisseventwhiskeycheck,don'tmisseventwhiskeycheck don'tmisseventwhiskeycheck,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'whiskey', 'category': 'drink categories'}, {'word': 'whiskey', 'category': 'drink categories'}], 'matched_words': 'whiskey,whiskey', 'matched_categories': 'drink categories'}","[{""word"": ""whiskey"", ""category"": ""drink categories""}, {""word"": ""whiskey"", ""category"": ""drink categories""}]","whiskey,whiskey",drink categories
./images\non_alcohol\0464na.jpg,./results/without_visual_correction\non_alcohol_0464na_ocr.png,experience discount bar soda experience discount bar soda,experience discount bar soda experience discount bar soda,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}, {'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL,soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}, {""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]","soda_NON_ALCOHOL,soda_NON_ALCOHOL",non_alcohol_exclude
./images\alcohol\0330a.jpg,./results/without_visual_correction\alcohol_0330a_ocr.png,"get ready, for event smirnoff smooth getready, for event smirnoff smooth","get ready, for event smirnoff smooth getready, for event smirnoff smooth",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'smirnoff', 'category': 'brands'}, {'word': 'smirnoff', 'category': 'brands'}], 'matched_words': 'smirnoff,smirnoff', 'matched_categories': 'brands'}","[{""word"": ""smirnoff"", ""category"": ""brands""}, {""word"": ""smirnoff"", ""category"": ""brands""}]","smirnoff,smirnoff",brands
./images\alcohol\0205a.jpg,./results/without_visual_correction\alcohol_0205a_ocr.png,checkout brew menu brandyfiavor checkout brew menu brandy,checkout brew menu brandyfiavor checkout brew menu brandy,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'brandy', 'category': 'drink categories'}, {'word': 'brandy', 'category': 'drink categories'}], 'matched_words': 'brandy,brandy', 'matched_categories': 'drink categories'}","[{""word"": ""brandy"", ""category"": ""drink categories""}, {""word"": ""brandy"", ""category"": ""drink categories""}]","brandy,brandy",drink categories
./images\non_alcohol\3084na.jpg,./results/without_visual_correction\non_alcohol_3084na_ocr.png,"juice grab now grab now, juicet","juice grab now grab now, juicet",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0499na.jpg,./results/without_visual_correction\non_alcohol_0499na_ocr.png,"warning, bies, ahead, s.report, donotfeed, thezombi, hathe, ster:, expe rienc e rese rve, thissucks, we ed, initech warning, ahead, s.report, donotfeed, thezombi, expe rience rese rve*, weed, initech","warning, bies, ahead, s.report, donotfeed, thezombi, hathe, ster:, expe rienc e rese rve, thissucks, we ed, initech warning, ahead, s.report, donotfeed, thezombi, expe rience rese rve*, weed, initech",non_alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}], 'matched_words': 'port,port', 'matched_categories': 'drink categories'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}]","port,port",drink categories
./images\alcohol\0297a.jpg,./results/without_visual_correction\alcohol_0297a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\3020a.jpg,./results/without_visual_correction\alcohol_3020a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0205na.jpg,./results/without_visual_correction\non_alcohol_0205na_ocr.png,eniey hightiife check cb d oynightiifecheek cba,eniey hightiife check cb d oynightiifecheek cba,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0251na.jpg,./results/without_visual_correction\non_alcohol_0251na_ocr.png,"cablf, trynightiife herba, aea cabley, herba","cablf, trynightiife herba, aea cabley, herba",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0328na.jpg,./results/without_visual_correction\non_alcohol_0328na_ocr.png,enjoy menu water party  menu water party,enjoy menu water party  menu water party,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0230a.jpg,./results/without_visual_correction\alcohol_0230a_ocr.png,bacardi bacardi,bacardi bacardi,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'bacardi', 'category': 'brands'}, {'word': 'bacardi', 'category': 'brands'}], 'matched_words': 'bacardi,bacardi', 'matched_categories': 'brands'}","[{""word"": ""bacardi"", ""category"": ""brands""}, {""word"": ""bacardi"", ""category"": ""brands""}]","bacardi,bacardi",brands
./images\non_alcohol\0428na.jpg,./results/without_visual_correction\non_alcohol_0428na_ocr.png,"check out fiavor ceiebration energy, drink check out fiavor ceiebration energy, drink","check out fiavor ceiebration energy, drink check out fiavor ceiebration energy, drink",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0288a.jpg,./results/without_visual_correction\alcohol_0288a_ocr.png,johnniewaiker johnniewaiker,johnniewaiker johnniewaiker,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3006na.jpg,./results/without_visual_correction\non_alcohol_3006na_ocr.png,"water brew, lneste pkz","water brew, lneste pkz",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0372na.jpg,./results/without_visual_correction\non_alcohol_0372na_ocr.png,ebd aste ebdtaste,ebd aste ebdtaste,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0095a.jpg,./results/without_visual_correction\alcohol_0095a_ocr.png,ziotpbigta aiohppiota,ziotpbigta aiohppiota,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0041na.jpg,./results/without_visual_correction\non_alcohol_0041na_ocr.png,mik mk,mik mk,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0240na.jpg,./results/without_visual_correction\non_alcohol_0240na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0283na.jpg,./results/without_visual_correction\non_alcohol_0283na_ocr.png,water tater,water tater,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3010a.jpg,./results/without_visual_correction\alcohol_3010a_ocr.png,don'tmisstastesmoothbeer don'tmisstastesmoothbeer,don'tmisstastesmoothbeer don'tmisstastesmoothbeer,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'beer', 'category': 'drink categories'}, {'word': 'beer', 'category': 'drink categories'}], 'matched_words': 'beer,beer', 'matched_categories': 'drink categories'}","[{""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""beer"", ""category"": ""drink categories""}]","beer,beer",drink categories
./images\non_alcohol\0357na.jpg,./results/without_visual_correction\non_alcohol_0357na_ocr.png,"igd sninb veignig tuageyhlian, igd dniib veigng","igd sninb veignig tuageyhlian, igd dniib veigng",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0291na.jpg,./results/without_visual_correction\non_alcohol_0291na_ocr.png,"xper ience smoo tiemonade xper ience smoo tiemonade, oo","xper ience smoo tiemonade xper ience smoo tiemonade, oo",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3026na.jpg,./results/without_visual_correction\non_alcohol_3026na_ocr.png,"d on't mis s, premium energy d rinkbrew d on't mis s, premium energy d rinkbrew","d on't mis s, premium energy d rinkbrew d on't mis s, premium energy d rinkbrew",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0008a.jpg,./results/without_visual_correction\alcohol_0008a_ocr.png,"miss taste speciai, bor t miss taste spe, event","miss taste speciai, bor t miss taste spe, event",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0034a.jpg,./results/without_visual_correction\alcohol_0034a_ocr.png,don't miss speciai smirnoff imported ,don't miss speciai smirnoff imported ,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'smirnoff', 'category': 'brands'}], 'matched_words': 'port,smirnoff', 'matched_categories': 'drink categories,brands'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""smirnoff"", ""category"": ""brands""}]","port,smirnoff","drink categories,brands"
./images\non_alcohol\0151na.jpg,./results/without_visual_correction\non_alcohol_0151na_ocr.png,"ht gotz, etah eht gotz, etah, gaoggg","ht gotz, etah eht gotz, etah, gaoggg",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
